Record No.,Date,Name of the student,UCID Number,Class,Mobile Number,Sanctioned Amount,Description of Scheme,Remark,clean_low,sentiment_label,month,year
1663,2020-02-13,Satyam Goel,2746791348,CSE-AIML,9876587415,538,Conference - Seminar - Workshops - Exhibition - Technical Festival,Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,2,2020
1664,2024-04-21,Shivangi Sonkar,2221054482,CSE-AIML,9876592765,1492,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,4,2024
1665,2021-09-09,Indumati Shukla,2650885540,CSE-DS,9876544400,1414,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,9,2021
1666,2017-08-31,Divakar Bhawsar,2984196565,CSE-DS,9876548267,1303,"Membership - IET, IEEE, CSI, ASM",Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,8,2017
1667,2023-03-31,Bheem Lalwani,2130573300,CSE-DS,9876548412,333,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,3,2023
1668,2020-04-08,Navya Sonkar,2419864041,COMPS,9876565945,1050,External Technical Training Programs,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,4,2020
1669,2020-10-15,Ayushi Ram,2863413811,EXTC,9876536964,723,External Technical Training Programs,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,10,2020
1670,2022-08-21,Himanshu Sood,2513292453,CSE-AIML,9876538908,1908,Conference - Seminar - Workshops - Exhibition - Technical Festival,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,8,2022
1671,2021-11-26,Abhilesh Patwari,2367305205,CSE-AIML,9876525629,1207,Conference - Seminar - Workshops - Exhibition - Technical Festival,Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,11,2021
1672,2024-02-11,Kashyap Chandra,2221287437,COMPS,9876518537,1624,"Membership - IET, IEEE, CSI, ASM",Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,2,2024
1673,2020-02-25,Sarthak Basu,2800164690,CSE-DS,9876568890,1937,Conference - Seminar - Workshops - Exhibition - Technical Festival,Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,2,2020
1674,2019-09-28,Avdhesh Khanna,2636451963,EXTC,9876531716,1425,"Membership - IET, IEEE, CSI, ASM",Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,9,2019
1675,2021-08-07,Mridula Mangeshkar,2197742230,EXTC,9876514862,451,"Membership - IET, IEEE, CSI, ASM",Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,8,2021
1676,2018-06-26,Shubhendu Mukhopadhyay,2989693190,CSE-DS,9876582789,599,"Membership - IET, IEEE, CSI, ASM",Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,6,2018
1677,2023-04-26,Dayashankar Soman,2841112412,COMPS,9876511578,1849,Conference - Seminar - Workshops - Exhibition - Technical Festival,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,4,2023
1678,2022-08-30,Ankush Malhotra,2369402219,EXTC,9876540037,161,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,8,2022
1679,2019-06-16,Kalpana Kelkar,2325946949,EXTC,9876576728,1912,External Technical Training Programs,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,6,2019
1680,2019-11-20,Anupam Dhoni,2109374542,COMPS,9876566667,1945,"Membership - IET, IEEE, CSI, ASM",Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,11,2019
1681,2022-05-05,Shreya Lakhotia,2942469125,CSE-DS,9876596450,341,External Technical Training Programs,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,5,2022
1682,2017-07-23,Siddhant Dhumal,2248539321,CSE-AIML,9876578666,1011,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,7,2017
1683,2018-01-24,Aseem Jain,2711187487,CSE-AIML,9876589848,359,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,1,2018
1684,2020-08-05,Purvi Lokhande,2324602144,COMPS,9876579169,259,Conference - Seminar - Workshops - Exhibition - Technical Festival,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,8,2020
1685,2019-08-15,Dharam Kher,2397770412,EXTC,9876532875,672,External Technical Training Programs,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,8,2019
1686,2017-05-30,Lipika Chouhan,2509710361,CSE-DS,9876519514,419,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,5,2017
1687,2019-05-21,Mandakini Dwivedi,2048128137,CSE-AIML,9876565043,724,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,5,2019
1688,2019-09-01,Kanaklata Khera,2723672990,CSE-DS,9876566482,343,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,9,2019
1689,2020-10-27,Yash Dadhich,2422385585,EXTC,9876591755,538,"Membership - IET, IEEE, CSI, ASM",Excellent performance in last semester.,excellent performance in last semester.,Positive,10,2020
1690,2022-07-20,Kapil Marandi,2356548096,COMPS,9876542031,830,"Membership - IET, IEEE, CSI, ASM",Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,7,2022
1691,2020-05-16,Vijendra Mehta,2126281001,EXTC,9876530055,1971,External Technical Training Programs,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,5,2020
1692,2019-12-01,Kashi Ganguly,2175428967,COMPS,9876539024,545,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,12,2019
1693,2023-02-08,Parul Singhaniya,2450282983,CSE-DS,9876557064,977,"Membership - IET, IEEE, CSI, ASM",Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,2,2023
1694,2020-08-06,Sujal Bhansali,2909144091,EXTC,9876522463,1665,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,8,2020
1695,2022-08-17,Maya Priyadarshini,2826645423,CSE-AIML,9876555756,1023,"Membership - IET, IEEE, CSI, ASM",Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,8,2022
1696,2020-12-02,Lav Bahl,2031160654,COMPS,9876548735,1779,"Membership - IET, IEEE, CSI, ASM",Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,12,2020
1697,2018-08-01,Ruchir Mishra,2807810446,CSE-AIML,9876520611,1871,"Membership - IET, IEEE, CSI, ASM",Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,8,2018
1698,2023-05-07,Rupesh Gokhale,2571817359,CSE-DS,9876543889,1059,External Technical Training Programs,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,5,2023
1699,2017-07-02,Jagannath Gupta,2657824063,CSE-DS,9876591864,1356,"Membership - IET, IEEE, CSI, ASM",Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,7,2017
1700,2022-03-05,Suhani Shandilya,2082562822,CSE-AIML,9876512284,1761,"Membership - IET, IEEE, CSI, ASM",Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,3,2022
1701,2021-10-19,Arpita Biswas,2348205419,EXTC,9876520021,269,"Membership - IET, IEEE, CSI, ASM",Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,10,2021
1702,2022-02-06,Shambhavi Chaurasiya,2938105504,CSE-DS,9876560384,1278,"Membership - IET, IEEE, CSI, ASM",Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,2,2022
1703,2020-09-09,Sudheer Goenka,2052628780,CSE-AIML,9876512618,1240,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,9,2020
1704,2018-01-26,Brahmadatta Gaonkar,2176204639,CSE-AIML,9876583006,946,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,1,2018
1705,2020-10-11,Lavkush Khandelwal,2184561699,COMPS,9876510439,265,"Membership - IET, IEEE, CSI, ASM",Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,10,2020
1706,2018-12-09,Rakshit Umar,2521182551,COMPS,9876580269,1051,"Membership - IET, IEEE, CSI, ASM",Excellent performance in last semester.,excellent performance in last semester.,Positive,12,2018
1707,2020-07-12,Anshika Jaitley,2810453602,CSE-AIML,9876514431,1489,External Technical Training Programs,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,7,2020
1708,2023-09-29,Shivshankar Hatwal,2384750696,EXTC,9876531620,1220,"Membership - IET, IEEE, CSI, ASM",Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,9,2023
1709,2023-09-06,Sugam Kamath,2278187157,COMPS,9876572123,1825,External Technical Training Programs,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,9,2023
1710,2023-06-26,Harishchandra Sood,2134770605,COMPS,9876540450,610,"Membership - IET, IEEE, CSI, ASM",Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,6,2023
1711,2019-01-29,Surya Goel,2373364417,CSE-DS,9876538869,1577,External Technical Training Programs,Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,1,2019
1712,2017-11-16,Himani Jain,2205194170,CSE-AIML,9876571874,1513,Conference - Seminar - Workshops - Exhibition - Technical Festival,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,11,2017
1713,2017-10-20,Nidhi Gond,2720335377,CSE-AIML,9876526896,506,External Technical Training Programs,Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,10,2017
1714,2022-05-04,Ishani Bhati,2927761241,CSE-DS,9876512526,838,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,5,2022
1715,2018-02-07,Tejas Bhatia,2619806422,EXTC,9876579941,978,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,2,2018
1716,2020-12-08,Amrita Pal,2833338887,CSE-DS,9876510096,1629,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,12,2020
1717,2022-10-20,Dheeraj Mistry,2110955458,EXTC,9876551158,103,"Membership - IET, IEEE, CSI, ASM",Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,10,2022
1718,2019-04-24,Ashwin Tripathi,2261206291,EXTC,9876534689,1278,"Membership - IET, IEEE, CSI, ASM",Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,4,2019
1719,2022-10-06,Ishan Agrawal,2204063977,COMPS,9876535431,190,External Technical Training Programs,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,10,2022
1720,2019-03-25,Sagarika Chopra,2087390840,CSE-DS,9876571252,716,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,3,2019
1721,2022-07-14,Foolkumari Saini,2669879463,COMPS,9876521124,349,Conference - Seminar - Workshops - Exhibition - Technical Festival,Excellent performance in last semester.,excellent performance in last semester.,Positive,7,2022
1722,2017-10-15,Ruchika Deol,2163256312,CSE-DS,9876591896,1846,"Membership - IET, IEEE, CSI, ASM",Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,10,2017
1723,2023-05-16,Bhagvant Kashyap,2287920082,CSE-DS,9876532227,903,"Membership - IET, IEEE, CSI, ASM",Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,5,2023
1724,2023-02-20,Nishtha Rout,2636961403,EXTC,9876536236,450,"Membership - IET, IEEE, CSI, ASM",Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,2,2023
1725,2018-10-28,Pratyasha Jain,2975774005,EXTC,9876589233,521,External Technical Training Programs,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,10,2018
1726,2018-07-30,Anamika Singh,2531846474,CSE-AIML,9876593791,238,Conference - Seminar - Workshops - Exhibition - Technical Festival,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,7,2018
1727,2023-07-15,Vishakha Bhatnagar,2584499081,CSE-DS,9876560144,938,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,7,2023
1728,2023-08-01,Manikram Mukhopadhyay,2661347851,COMPS,9876590875,1731,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,8,2023
1729,2019-04-15,Siddhant Vyas,2498551914,CSE-AIML,9876513641,229,Conference - Seminar - Workshops - Exhibition - Technical Festival,Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,4,2019
1730,2017-11-15,Om Dwivedi,2002484152,CSE-DS,9876527610,1783,"Membership - IET, IEEE, CSI, ASM",Excellent performance in last semester.,excellent performance in last semester.,Positive,11,2017
1731,2017-07-29,Upendra Bhawsar,2258746699,CSE-AIML,9876584227,900,"Membership - IET, IEEE, CSI, ASM",Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,7,2017
1732,2024-01-19,Pramad Chouhan,2229398144,EXTC,9876590529,239,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,1,2024
1733,2023-03-14,Aparna Rana,2389385358,COMPS,9876560060,115,"Membership - IET, IEEE, CSI, ASM",Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,3,2023
1734,2020-12-22,Tanu Vishwakarma,2251595301,CSE-AIML,9876522536,1484,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,12,2020
1735,2018-12-16,Priyadarshini Maurya,2281336104,CSE-AIML,9876570841,713,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,12,2018
1736,2023-12-05,Sundari Tyagi,2993197748,EXTC,9876578143,325,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,12,2023
1737,2022-09-20,Anubhuti Damani,2241926945,CSE-DS,9876528970,992,Conference - Seminar - Workshops - Exhibition - Technical Festival,Excellent performance in last semester.,excellent performance in last semester.,Positive,9,2022
1738,2019-11-29,Apurva Misra,2159750222,EXTC,9876567730,1511,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,11,2019
1739,2022-02-17,Juli Awasthi,2847247590,COMPS,9876564473,964,Conference - Seminar - Workshops - Exhibition - Technical Festival,Excellent performance in last semester.,excellent performance in last semester.,Positive,2,2022
1740,2021-08-30,Atishay Sahani,2468079266,COMPS,9876581404,1075,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,8,2021
1741,2018-12-05,Sujit Sen,2343452113,EXTC,9876539493,156,External Technical Training Programs,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,12,2018
1742,2022-09-29,Atharva Kannaujiya,2921412669,COMPS,9876521803,479,External Technical Training Programs,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,9,2022
1743,2023-09-23,Rajnath Rao,2134223354,CSE-AIML,9876568922,198,Conference - Seminar - Workshops - Exhibition - Technical Festival,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,9,2023
1744,2023-05-23,Gajendra Dadhich,2627421541,EXTC,9876562494,1298,External Technical Training Programs,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,5,2023
1745,2023-04-13,Vartika Patel,2701655142,COMPS,9876585835,450,Conference - Seminar - Workshops - Exhibition - Technical Festival,Excellent performance in last semester.,excellent performance in last semester.,Positive,4,2023
1746,2024-04-02,Foolkumari Mangeshkar,2077752204,COMPS,9876566264,699,Conference - Seminar - Workshops - Exhibition - Technical Festival,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,4,2024
1747,2019-09-26,Ameya Som,2851144911,CSE-AIML,9876597479,587,"Membership - IET, IEEE, CSI, ASM",Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,9,2019
1748,2023-07-18,Ramnarayan Mistry,2748531709,COMPS,9876567041,1193,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,7,2023
1749,2018-01-30,Gyanendra Surana,2543361626,CSE-AIML,9876531030,992,Conference - Seminar - Workshops - Exhibition - Technical Festival,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,1,2018
1750,2020-07-09,Rudranath Mondal,2351852535,COMPS,9876555026,1339,External Technical Training Programs,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,7,2020
1751,2022-07-13,Navneet Shastri,2462504147,COMPS,9876510280,1491,"Membership - IET, IEEE, CSI, ASM",Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,7,2022
1752,2018-10-17,Paankhi Mumukshu,2446826274,EXTC,9876554633,563,External Technical Training Programs,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,10,2018
1753,2021-03-05,Parul Atlani,2136722311,CSE-DS,9876599104,1287,External Technical Training Programs,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,3,2021
1754,2022-06-14,Aparajita Shekhawat,2548698431,CSE-DS,9876535366,1413,"Membership - IET, IEEE, CSI, ASM",Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,6,2022
1755,2019-12-21,Kamlesh Barjatya,2204591345,EXTC,9876599521,1730,"Membership - IET, IEEE, CSI, ASM",Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,12,2019
1756,2020-04-29,Kesari Banerjee,2217398205,CSE-AIML,9876589935,619,"Membership - IET, IEEE, CSI, ASM",Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,4,2020
1757,2017-10-31,Gangesh Mittal,2166448276,EXTC,9876569054,156,Conference - Seminar - Workshops - Exhibition - Technical Festival,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,10,2017
1758,2017-10-29,Ashutosh Rai,2945503234,CSE-AIML,9876530506,995,"Membership - IET, IEEE, CSI, ASM",Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,10,2017
1759,2021-06-09,Bhagirathi Srivastava,2143257685,CSE-DS,9876568046,431,Conference - Seminar - Workshops - Exhibition - Technical Festival,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,6,2021
1760,2017-05-03,Triveni Didwania,2713249825,EXTC,9876538340,358,External Technical Training Programs,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,5,2017
1761,2018-08-17,Sheetal Ahale,2830884823,EXTC,9876592864,1506,External Technical Training Programs,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,8,2018
1762,2020-08-13,Rahul Rawal,2441589415,COMPS,9876587426,1877,"Membership - IET, IEEE, CSI, ASM",Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,8,2020
1763,2020-10-07,Harinakshi Rout,2612688937,CSE-DS,9876597914,1626,External Technical Training Programs,Excellent performance in last semester.,excellent performance in last semester.,Positive,10,2020
1764,2023-02-21,Devang Yaduvanshi,2573520981,CSE-AIML,9876532384,1024,"Membership - IET, IEEE, CSI, ASM",Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,2,2023
1765,2017-06-24,Prashant Wahal,2677877469,EXTC,9876561665,1860,Conference - Seminar - Workshops - Exhibition - Technical Festival,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,6,2017
1766,2024-01-05,Parmanand Ahir,2456950914,CSE-AIML,9876547093,1462,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,1,2024
1767,2022-05-26,Sukriti Bhaskar,2129829622,CSE-AIML,9876593189,893,External Technical Training Programs,Excellent performance in last semester.,excellent performance in last semester.,Positive,5,2022
1768,2022-11-03,Sumit Ambedkar,2421755587,CSE-DS,9876513379,338,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,11,2022
1769,2019-12-15,Anshika Nagar,2402371495,CSE-DS,9876562081,922,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,12,2019
1770,2022-06-28,Sapna Gadkari,2077570681,CSE-AIML,9876547053,134,External Technical Training Programs,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,6,2022
1771,2022-02-12,Raghavi Keshari,2049027451,COMPS,9876590730,698,Conference - Seminar - Workshops - Exhibition - Technical Festival,Excellent performance in last semester.,excellent performance in last semester.,Positive,2,2022
1772,2018-03-11,Padmaja Bhandarkar,2710281493,CSE-AIML,9876583379,1102,"Membership - IET, IEEE, CSI, ASM",Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,3,2018
1773,2022-02-21,Monu Poddar,2002072647,EXTC,9876563036,537,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,2,2022
1774,2023-08-19,Sulochana Dalal,2575881792,CSE-AIML,9876521664,199,External Technical Training Programs,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,8,2023
1775,2024-02-12,Arun Agnihotri,2583481587,CSE-DS,9876580157,1439,"Membership - IET, IEEE, CSI, ASM",Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,2,2024
1776,2021-02-01,Purvi Gujjar,2253725049,COMPS,9876591060,1922,External Technical Training Programs,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,2,2021
1777,2021-08-01,Ramdhari Gokhale,2918032833,EXTC,9876552905,1530,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,8,2021
1778,2018-07-08,Akhil Nagar,2409121868,CSE-DS,9876554419,852,External Technical Training Programs,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,7,2018
1779,2019-03-30,Archana Dogra,2489089864,EXTC,9876546059,1986,Conference - Seminar - Workshops - Exhibition - Technical Festival,Excellent performance in last semester.,excellent performance in last semester.,Positive,3,2019
1780,2022-06-29,Debashish Bahl,2284111769,COMPS,9876583858,1531,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,6,2022
1781,2017-05-17,Srishti Roy,2412906141,CSE-DS,9876578188,1229,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,5,2017
1782,2022-02-26,Debashish Kaushik,2281130325,CSE-AIML,9876561032,1235,"Membership - IET, IEEE, CSI, ASM",Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,2,2022
1783,2023-12-12,Triveni Deo,2907978550,CSE-DS,9876539913,1131,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,12,2023
1784,2021-11-03,Virat Chandrachud,2920806580,CSE-DS,9876519545,1968,"Membership - IET, IEEE, CSI, ASM",Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,11,2021
1785,2022-12-08,Akanksha Tripathi,2060818480,COMPS,9876545610,1618,External Technical Training Programs,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,12,2022
1786,2022-03-17,Antima Prakash,2032912118,COMPS,9876579633,282,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,3,2022
1787,2019-01-26,Mamta Kadam,2586931511,COMPS,9876560677,379,"Membership - IET, IEEE, CSI, ASM",Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,1,2019
1788,2023-12-08,Yashodhara Valmiki,2142248913,EXTC,9876554990,1675,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,12,2023
1789,2020-02-07,Pushpa Kelkar,2167718248,CSE-DS,9876549081,417,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,2,2020
1790,2018-08-20,Vineeta Shrivastava,2909129155,EXTC,9876579449,212,External Technical Training Programs,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,8,2018
1791,2019-11-27,Manishankar Sethi,2366415478,CSE-AIML,9876583951,602,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,11,2019
1792,2017-12-09,Shatrughna Mittal,2459864601,COMPS,9876560280,456,"Membership - IET, IEEE, CSI, ASM",Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,12,2017
1793,2021-10-27,Vikram Meena,2908151992,CSE-DS,9876519666,180,Conference - Seminar - Workshops - Exhibition - Technical Festival,Excellent performance in last semester.,excellent performance in last semester.,Positive,10,2021
1794,2023-09-09,Rajat Meena,2027672830,CSE-DS,9876587501,524,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,9,2023
1795,2018-11-23,Upendra Sahay,2531780311,CSE-DS,9876570266,1051,External Technical Training Programs,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,11,2018
1796,2023-12-15,Pratyusha Bhasin,2209296668,CSE-DS,9876580119,461,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,12,2023
1797,2021-03-27,Drupad Meena,2259956747,EXTC,9876522698,1432,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,3,2021
1798,2018-01-06,Padmavati Ray,2474715201,EXTC,9876536014,256,External Technical Training Programs,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,1,2018
1799,2020-03-17,Chetana Patil,2587769142,CSE-DS,9876586563,1728,External Technical Training Programs,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,3,2020
1800,2020-06-03,Sameeksha Rawat,2172581819,CSE-AIML,9876563022,1807,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,6,2020
1801,2020-04-16,Dharmendra Gaur,2833097418,COMPS,9876529532,456,External Technical Training Programs,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,4,2020
1802,2022-10-02,Vijay Priyadarshini,2517349970,CSE-AIML,9876534863,1126,External Technical Training Programs,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,10,2022
